time_1,time_2,time_3,time_4,temp_1,temp_2,temp_3,temp_4,dew_point_temp_gap,Cold Object
2670,7,14,21,61.3,61.5,61.5,61.7,-40.44855,Water
1890,19,38,57,60.8,61,60.8,61.1,-36.601331,Apple
3200,9,18,27,68.68,68.84,69.06,69.33,-43.91178,FruitJuice
1020,17,34,51,73.96,74.1,74.18,74.51,-54.276857,Aluminium
660,6,12,18,42.4,42.3,42.3,42.6,-21.54855,Water
2990,5,10,15,68.4,68.6,68.6,68.8,-47.54855,Water
1800,15,30,45,30.59,30.765,30.855,31,-10.332915,ICECREAM
1260,19,38,57,52.2,52.4,52.7,52.9,-34.40355,Water
2180,20,40,60,50.25,50.39,51.09,51.73,-25.48178,FruitJuice
650,11,22,33,37.86,38.28,38.44,38.73,-19.170857,ICECREAM
300,14,28,42,63.85,63.9,63.98,64.14,-44.166857,Copper
1800,16,32,48,63.37,63.55,63.61,63.83,-45.364768,Meat
1180,7,14,21,36.67,36.77,36.77,36.88,-14.582886,CoolDrink
650,7,14,21,75.26,75.49,75.49,75.7,-63.197405,Medicine
1040,7,14,21,74.1,74.18,74.18,74.21,-54.416857,Aluminium
80,7,14,21,65.43,65.6,65.6,65.7,-45.746857,Aluminium
1510,11,22,33,76.02,76.02,76.2,76.24,-56.336857,Copper
1140,8,16,24,51.2,51.2,51.4,51.4,-33.40355,Water
1440,14,28,42,54.9,54.9,54.9,55.1,-30.701331,Apple
1390,5,10,15,25.85,25.95,25.95,26.18,-5.592915,ICECREAM
600,16,32,48,36.67,36.84,37.24,37.86,-17.980857,ICECREAM
1520,13,26,39,73.81,73.93,74.3,74.31,-54.126857,Iron
70,20,40,60,41.8,42.12,42.18,42.24,-23.794768,Meat
1180,19,38,57,54.96,55.44,55.83,56.42,-36.270857,ICECREAM
430,16,32,48,32.1,32.31,32.46,32.61,-7.33178,CoolDrink
280,17,34,51,63.86,65.23,65.4,65.46,-51.797405,Medicine
2900,13,26,39,73.6,72.8,73.6,74.1,-49.401331,Apple
1130,9,18,27,53.95,54.16,54.58,54.68,-35.260857,ICECREAM
980,7,14,21,67.55,67.63,67.63,67.74,-47.866857,Iron
3010,19,38,57,75.1,75.5,75.7,75.5,-50.901331,Apple
2800,14,28,42,45.34,45.44,46.25,46.44,-21.862412,FruitJuice
900,12,24,36,70.43,70.43,70.48,70.64,-50.746857,Copper
770,13,26,39,50.9,51.1,51.26,51.28,-32.894768,Meat
710,7,14,21,31.81,31.92,31.92,32.02,-9.722886,CoolDrink
1320,12,24,36,25.19,25.26,25.315,25.485,-4.932915,ICECREAM
1300,17,34,51,58.8,59.13,59.23,60.11,-40.110857,ICECREAM
1360,17,34,51,60.53,61.47,62.14,63.09,-41.840857,ICECREAM
650,18,36,54,75.26,75.7,75.79,76.09,-63.197405,Medicine
1230,6,12,18,76.47,76.52,76.52,76.58,-56.786857,Aluminium
2980,8,16,24,55.27,55.37,55.48,55.48,-33.182886,CoolDrink
1920,17,34,51,80.61,80.7,80.74,80.98,-60.926857,Copper
2720,7,14,21,60.79,60.79,60.79,60.84,-36.02178,FruitJuice
2110,13,26,39,84.5,84.65,84.68,84.7,-64.816857,Aluminium
130,17,34,51,58.35,59.47,59.64,61,-46.287405,Medicine
2170,20,40,60,46.9,47.11,47.31,47.52,-24.812886,CoolDrink
2680,18,36,54,59.82,60.14,60.79,60.79,-35.05178,FruitJuice
1280,9,18,27,57.96,58.48,58.8,58.93,-39.270857,ICECREAM
240,5,10,15,26.65,27.09,27.09,27.09,-7.960857,ICECREAM
1290,8,16,24,57.86,58.1,58.12,58.12,-39.854768,Meat
1190,17,34,51,51.7,51.9,51.8,51.7,-33.90355,Water
1070,17,34,51,54.58,54.87,54.98,55.1,-36.574768,Meat
690,11,22,33,75.79,76.09,76.42,76.46,-63.727405,Medicine
2900,18,36,54,73.6,73.9,74.1,74,-49.401331,Apple
620,11,22,33,18.17,18.27,18.355,18.46,2.087085,ICECREAM
920,19,38,57,46.57,47.15,48.24,48.94,-27.880857,ICECREAM
30,6,12,18,56.89,57.26,57.26,57.3,-37.206857,Iron
580,16,32,48,35.96,36.67,36.74,37.24,-17.270857,ICECREAM
80,11,22,33,42.08,42.12,42.18,42.18,-24.074768,Meat
890,11,22,33,44.2,44.1,44.1,43.9,-23.34855,Water
3380,17,34,51,59.4,59.61,59.71,59.92,-37.312886,CoolDrink
880,14,28,42,70.37,70.4,70.43,70.48,-50.686857,Copper
1730,8,16,24,71.83,72.37,72.42,72.42,-53.140857,ICECREAM
1810,10,20,30,57.37,57.93,58.22,58.5,-32.60178,CoolDrink
1870,5,10,15,59.25,59.34,59.34,59.59,-34.48178,CoolDrink
3170,13,26,39,82.25,82.28,82.28,82.28,-64.244768,Meat
1860,8,16,24,74.71,74.96,75.2,75.2,-56.020857,ICECREAM
260,13,26,39,37.5,37.6,37.8,37.6,-19.70355,Water
2120,14,28,42,63.1,63.2,63.4,63.2,-45.30355,Water
1490,9,18,27,59.84,59.88,59.99,60,-41.834768,Meat
890,9,18,27,45.71,45.75,46.07,46.57,-27.020857,ICECREAM
20,5,10,15,24.73,24.73,24.75,24.75,0.03822,CoolDrink
660,13,26,39,49.1,49.33,49.55,49.75,-31.094768,Meat
2900,6,12,18,73.6,72.8,72.8,73.9,-49.401331,Apple
4440,7,14,21,66.71,66.72,66.72,66.82,-43.232412,FruitJuice
230,11,22,33,26.27,26.65,27.09,27.32,-7.580857,ICECREAM
2590,7,14,21,87.46,88.05,88.05,88.19,-67.776857,Copper
1340,15,30,45,35.55,35.99,36.4,36.65,-10.78178,FruitJuice
990,18,36,54,43.8,43.6,44.2,43.5,-22.94855,Water
500,8,16,24,32.84,33.18,33.38,33.38,-8.07178,CoolDrink
1290,13,26,39,77.09,77.27,77.73,77.73,-57.406857,Aluminium
800,20,40,60,78.82,79.58,80.16,81.12,-66.757405,Medicine
3030,11,22,33,75.5,75.5,75.7,75.8,-51.301331,Apple
2260,20,40,60,85.68,85.99,86.31,86.75,-65.996857,Aluminium
1120,17,34,51,72.44,72.53,72.6,72.73,-52.756857,Copper
40,6,12,18,41.04,41.15,41.15,41.65,-23.034768,Meat
1240,18,36,54,70.39,70.41,70.66,70.82,-50.706857,Iron
1470,16,32,48,26.825,26.94,27.005,27.32,-6.567915,ICECREAM
1720,5,10,15,62.35,62.37,62.37,62.49,-44.344768,Meat
1280,13,26,39,24.68,24.79,24.965,25.19,-4.422915,ICECREAM
2870,5,10,15,72.8,73.3,73.3,73.2,-55.00355,Water
270,18,36,54,9.7,10.01,10.86,12.19,14.498669,Apple
380,7,14,21,14.94,15.06,15.06,16.32,9.258669,Apple
2110,5,10,15,49.54,49.61,49.61,49.63,-24.77178,FruitJuice
1430,9,18,27,72.54,72.66,72.68,72.75,-52.856857,Iron
360,12,24,36,65.83,65.83,66.97,67.49,-53.767405,Medicine
1120,6,12,18,75.03,75.03,75.03,75.25,-55.346857,Aluminium
840,18,36,54,72.3,72.3,72.75,72.81,-52.616857,Aluminium
200,18,36,54,66.36,66.38,66.49,66.77,-46.676857,Aluminium
1110,8,16,24,68.44,68.44,68.85,68.85,-48.756857,Iron
810,9,18,27,41.88,41.92,42.57,43.06,-23.190857,ICECREAM
760,20,40,60,39.02,39.17,39.56,39.85,-14.25178,CoolDrink
1020,12,24,36,42.87,43.53,44.14,44.83,-18.10178,CoolDrink
390,17,34,51,64.59,64.65,64.74,64.85,-44.906857,Copper
3180,17,34,51,57.34,57.54,57.65,57.85,-35.252886,CoolDrink
970,15,30,45,70.86,71.11,71.29,71.41,-51.176857,Copper
570,20,40,60,34.75,35.08,35.57,35.93,-9.98178,CoolDrink
1150,14,28,42,36.36,36.46,36.67,36.77,-14.272886,CoolDrink
860,18,36,54,81.12,81.51,82.41,83.33,-69.057405,Medicine
900,13,26,39,40.88,41.05,41.23,41.29,-16.11178,CoolDrink
170,20,40,60,33.1,34.3,36.5,36.8,-12.24855,Water
70,15,30,45,54.31,54.51,56.25,57.08,-42.247405,Medicine
1640,19,38,57,80.23,80.34,80.41,80.58,-60.546857,Aluminium
3000,17,34,51,92.82,93.03,93.03,93.03,-73.136857,Aluminium
2420,6,12,18,54.22,54.41,54.41,54.69,-29.45178,FruitJuice
650,19,38,57,41.9,42.3,42.3,42.7,-21.04855,Water
3700,7,14,21,62.71,62.81,62.81,62.92,-40.622886,CoolDrink
930,20,40,60,73.17,73.59,73.64,73.71,-53.486857,Aluminium
2600,8,16,24,42.68,42.8,42.85,42.85,-19.202412,FruitJuice
1760,17,34,51,76.03,76.2,76.29,76.39,-56.346857,Iron
1320,10,20,30,74.23,74.24,74.34,74.45,-54.546857,Copper
900,13,26,39,44.1,44.1,44.6,43,-23.24855,Water
920,17,34,51,84.2,84.2,84.2,84.2,-72.137405,Medicine
130,17,34,51,58.35,59.47,59.64,61,-46.287405,Medicine
1570,17,34,51,66.65,67.89,67.98,68.31,-47.960857,ICECREAM
360,12,24,36,28.2,28.3,28.4,28.61,-6.112886,CoolDrink
3010,11,22,33,75.1,74.8,75.5,75.5,-57.30355,Water
2840,13,26,39,72.4,72.4,72.8,73.3,-54.60355,Water
1050,7,14,21,68.19,68.19,68.19,68.3,-48.506857,Iron
1470,9,18,27,51.01,51.03,51.45,51.5,-26.24178,CoolDrink
1340,5,10,15,35.55,35.55,35.99,35.99,-10.78178,FruitJuice
1840,15,30,45,79.85,79.87,80.06,80.26,-60.166857,Copper
1990,15,30,45,61.9,61.8,61.8,61.9,-37.701331,Apple
600,9,18,27,73.73,73.9,74.12,74.25,-61.667405,Medicine
860,7,14,21,43.6,43.5,43.5,43.7,-22.74855,Water
420,19,38,57,39.4,39.9,40.4,40.7,-21.60355,Water
560,10,20,30,69.57,69.58,69.63,69.81,-49.886857,Aluminium
3840,13,26,39,59.37,59.41,59.96,60.14,-35.892412,FruitJuice
1270,6,12,18,24.585,24.68,24.68,24.79,-4.327915,ICECREAM
1380,10,20,30,49.67,49.73,49.74,49.78,-24.90178,CoolDrink
840,7,14,21,33.17,33.67,33.67,34.27,-8.971331,Apple
1690,6,12,18,54.92,55.35,55.35,55.65,-30.15178,CoolDrink
2530,11,22,33,84.71,84.77,85.11,85.18,-65.026857,Iron
1310,7,14,21,70.99,71.06,71.06,71.24,-51.306857,Iron
2570,10,20,30,42.41,42.41,42.52,42.68,-18.932412,FruitJuice
1030,8,16,24,67.91,68.12,68.19,68.19,-48.226857,Iron
1130,6,12,18,29.88,29.89,29.89,29.98,-5.11178,FruitJuice
1590,13,26,39,67.89,67.98,68.31,68.74,-49.200857,ICECREAM
1160,8,16,24,54.68,54.79,54.96,54.96,-35.990857,ICECREAM
150,6,12,18,59.47,59.64,59.64,60.6,-47.407405,Medicine
950,16,32,48,73.59,73.64,73.65,73.82,-53.906857,Aluminium
2340,16,32,48,48.66,48.86,48.97,49.17,-26.572886,CoolDrink
3030,13,26,39,55.79,55.89,56.1,56.2,-33.702886,CoolDrink
2500,7,14,21,57,57.5,57.5,57.9,-36.14855,Water
900,6,12,18,73.04,73.07,73.07,73.15,-53.356857,Aluminium
1750,5,10,15,72.42,72.59,72.59,72.64,-53.730857,ICECREAM
1150,19,38,57,36.36,36.57,36.77,36.98,-14.272886,CoolDrink
1180,17,34,51,55.64,55.89,56.09,56.16,-37.634768,Meat
360,15,30,45,29.27,29.56,29.79,29.97,-10.580857,ICECREAM
90,12,24,36,13.03,13.14,13.22,13.41,7.227085,ICECREAM
1060,18,36,54,25.3,25.64,25.79,26.01,-1.822412,FruitJuice
250,19,38,57,27.09,27.38,27.85,28.51,-8.400857,ICECREAM
280,6,12,18,63.71,63.83,63.83,63.85,-44.026857,Copper
1130,7,14,21,72.45,72.53,72.53,72.6,-52.766857,Copper
1930,19,38,57,76.88,77.33,77.7,78.02,-58.190857,ICECREAM
2430,13,26,39,49.59,49.69,49.9,50,-27.502886,CoolDrink
950,5,10,15,70.73,70.73,70.81,70.81,-51.046857,Copper
4370,9,18,27,66.28,66.44,66.46,66.5,-42.802412,FruitJuice
1000,5,10,15,49.55,49.7,49.7,49.7,-30.860857,ICECREAM
150,18,36,54,58.77,59.05,59.19,59.24,-39.086857,Iron
1080,12,24,36,52.3,52.55,52.7,53.21,-33.610857,ICECREAM
1710,6,12,18,55.65,55.7,55.7,55.74,-30.88178,CoolDrink
590,10,20,30,73.48,73.73,73.9,74.12,-61.417405,Medicine
4140,8,16,24,67.26,67.36,67.46,67.46,-45.172886,CoolDrink
2420,5,10,15,88.43,88.43,88.43,88.54,-68.746857,Aluminium
320,15,30,45,30.09,30.27,30.51,30.74,-5.32178,CoolDrink
70,14,28,42,65.26,65.43,65.7,65.83,-45.576857,Aluminium
550,13,26,39,35.14,35.36,35.96,36.27,-16.450857,ICECREAM
1260,15,30,45,70.41,70.62,70.82,70.89,-50.726857,Iron
3310,7,14,21,75.3,75.5,75.5,75.6,-54.44855,Water
920,11,22,33,41.15,41.23,41.29,41.81,-16.38178,CoolDrink
990,17,34,51,73.71,73.91,73.96,74.1,-54.026857,Aluminium
1460,14,28,42,26.8,26.825,26.94,27.005,-6.542915,ICECREAM
600,8,16,24,63.54,63.55,63.56,63.56,-43.856857,Iron
2570,10,20,30,68.2,68.8,69.1,68.4,-44.001331,Apple
470,10,20,30,61.77,62.16,62.21,62.38,-42.086857,Iron
890,13,26,39,48.1,48.2,48.2,48.4,-30.30355,Water
2980,20,40,60,74.7,74.9,74.8,75.5,-50.501331,Apple
1750,17,34,51,78.57,78.91,79.09,79.27,-58.886857,Copper
400,20,40,60,45.83,45.94,46.26,46.53,-27.824768,Meat
2770,10,20,30,75.79,75.98,76.17,76.24,-57.784768,Meat
290,11,22,33,64.56,65.23,65.4,65.41,-52.497405,Medicine
2400,14,28,42,71.24,71.36,71.69,71.82,-53.234768,Meat
4080,19,38,57,66.64,66.84,67.05,67.26,-44.552886,CoolDrink
2000,12,24,36,47.74,47.76,48.08,48.67,-22.97178,FruitJuice
1600,13,26,39,41.01,41.11,41.32,41.42,-18.922886,CoolDrink
270,13,26,39,37.6,37.9,37.6,37.7,-19.80355,Water
1510,7,14,21,27.06,27.32,27.32,27.425,-6.802915,ICECREAM
2760,14,28,42,87.04,87.07,87.13,87.29,-67.356857,Iron
2950,7,14,21,64.57,64.75,64.75,64.76,-39.80178,FruitJuice
900,18,36,54,21.125,21.32,21.455,21.515,-0.867915,ICECREAM
3150,5,10,15,57.03,57.13,57.13,57.23,-34.942886,CoolDrink
1310,15,30,45,77.3,77.73,77.77,77.8,-57.616857,Aluminium
2370,6,12,18,37.205,37.275,37.275,37.335,-16.947915,ICECREAM
2760,17,34,51,87.04,87.09,87.13,87.43,-67.356857,Iron
1800,5,10,15,57.08,57.37,57.37,57.93,-32.31178,CoolDrink
1850,6,12,18,34.11,34.31,34.31,34.34,-10.632412,FruitJuice
1350,7,14,21,60.11,60.53,60.53,60.84,-41.420857,ICECREAM
2440,8,16,24,88.54,88.6,88.6,88.6,-68.856857,Aluminium
3270,8,16,24,70.1,70.29,70.29,70.29,-45.33178,FruitJuice
180,11,22,33,36.2,36.5,36.2,36.8,-18.40355,Water
990,9,18,27,43.8,43.5,43.6,43.5,-22.94855,Water
2120,10,20,30,49.61,49.63,49.76,49.85,-24.84178,FruitJuice
1630,9,18,27,61.33,61.38,61.45,61.58,-43.324768,Meat
220,8,16,24,36.9,36.7,36.9,36.9,-19.10355,Water
1920,12,24,36,76.57,76.88,76.91,77.45,-57.880857,ICECREAM
2440,18,36,54,53.6,56.2,56.3,56.7,-32.74855,Water
1690,14,28,42,70.66,70.72,71.58,71.83,-51.970857,ICECREAM
1970,18,36,54,77.7,78.02,78.22,78.22,-59.010857,ICECREAM
550,10,20,30,62.98,63.08,63.43,63.46,-43.296857,Iron
1680,20,40,60,31.66,32.04,32.49,32.78,-8.182412,FruitJuice
2120,7,14,21,63.1,63.2,63.2,63.4,-38.901331,Apple
830,7,14,21,79.66,80.16,80.16,80.98,-67.597405,Medicine
410,20,40,60,30.06,30.64,31.99,33.02,-11.370857,ICECREAM
480,9,18,27,20.87,21.02,21.14,21.17,3.89822,FruitJuice
160,14,28,42,13.98,14.08,14.49,14.76,10.78822,FruitJuice
4320,6,12,18,65.76,65.86,65.86,65.98,-42.282412,FruitJuice
270,18,36,54,59.96,60.42,60.87,60.87,-40.276857,Iron
2780,13,26,39,87.09,87.13,87.43,87.63,-67.406857,Iron
1940,19,38,57,76.91,77.45,77.93,78.15,-58.220857,ICECREAM
210,17,34,51,28.29,28.85,28.97,29.29,-3.52178,CoolDrink
890,11,22,33,70.4,70.43,70.43,70.48,-50.716857,Copper
700,12,24,36,22.91,22.97,23.06,23.35,1.85822,FruitJuice
2900,17,34,51,88.66,88.75,88.99,89.15,-68.976857,Iron
80,14,28,42,54.51,55.95,57.08,58.16,-42.447405,Medicine
1330,7,14,21,28.64,28.85,28.85,28.96,-5.162412,FruitJuice
850,9,18,27,80.98,81.12,81.15,81.51,-68.917405,Medicine
2220,20,40,60,51.09,51.73,51.9,52.13,-26.32178,FruitJuice
4570,17,34,51,68.22,68.53,68.55,68.68,-44.742412,FruitJuice
2660,19,38,57,86.41,86.6,86.66,86.8,-66.726857,Iron
2000,10,20,30,78.15,78.22,78.22,78.22,-59.460857,ICECREAM
830,5,10,15,40.2,40.2,40.3,40.3,-15.43178,CoolDrink
1140,12,24,36,44.31,44.43,44.84,45.26,-20.111331,Apple
800,9,18,27,32.74,32.85,32.95,33.05,-10.652886,CoolDrink
930,9,18,27,67.05,67.16,67.2,67.27,-47.366857,Iron
100,14,28,42,25.51,25.61,25.82,25.92,-3.422886,CoolDrink
2750,9,18,27,63.1,63.3,63.7,63.9,-42.24855,Water
2690,10,20,30,70.8,70.7,71,70.8,-46.601331,Apple
790,11,22,33,19.73,19.82,20.165,20.38,0.527085,ICECREAM
3200,8,16,24,57.54,57.65,57.75,57.75,-35.452886,CoolDrink
2020,13,26,39,81.35,81.56,81.63,81.65,-61.666857,Copper
30,15,30,45,34.5,34.5,34.6,34.6,-16.70355,Water
1910,6,12,18,65.25,65.58,65.58,65.65,-47.244768,Meat
330,18,36,54,30.27,30.51,30.89,31.14,-5.50178,CoolDrink
2970,11,22,33,89.27,89.31,89.75,89.82,-69.586857,Iron
3890,15,30,45,64.67,64.88,64.98,65.19,-42.582886,CoolDrink
690,16,32,48,20.71,20.82,20.96,21.21,2.767588,FruitJuice
2550,12,24,36,58.6,58.9,59.1,59.5,-37.74855,Water
420,13,26,39,16.215,16.38,16.665,16.72,4.042085,ICECREAM
2950,16,32,48,74,74.6,74.7,74.9,-56.20355,Water
2760,12,24,36,89.23,89.39,89.43,89.44,-69.546857,Copper
790,17,34,51,65.72,65.93,66,66.24,-46.036857,Iron
1400,12,24,36,54.5,54.4,54.7,54.9,-30.301331,Apple
2720,17,34,51,86.8,86.9,86.97,87.07,-67.116857,Iron
1200,20,40,60,55.89,56.1,56.64,57.24,-37.884768,Meat
1790,13,26,39,30.46,30.59,30.765,30.855,-10.202915,ICECREAM
3960,9,18,27,65.4,65.5,65.6,65.71,-43.312886,CoolDrink
120,12,24,36,12.79,13.43,13.44,13.98,11.97822,FruitJuice
1260,11,22,33,24.535,24.585,24.68,24.79,-4.277915,ICECREAM
930,5,10,15,44.6,44.6,43,43,-23.74855,Water
560,20,40,60,47.48,47.67,48.31,48.8,-29.474768,Meat
2790,9,18,27,89.44,89.44,89.53,89.6,-69.756857,Copper
1110,14,28,42,26.01,26.04,26.31,26.51,-2.532412,FruitJuice
1740,15,30,45,29.895,30.095,30.195,30.46,-9.637915,ICECREAM
2200,18,36,54,68.52,68.84,69.07,69.36,-50.514768,Meat
100,14,28,42,62.28,62.35,62.5,62.52,-42.596857,Copper
640,8,16,24,42.2,41.9,42.4,42.4,-21.34855,Water
20,11,22,33,10.34,10.55,11.03,11.14,14.42822,FruitJuice
1460,16,32,48,55.1,55.1,55.5,55.2,-37.30355,Water
3170,11,22,33,82.25,82.28,82.28,82.28,-64.244768,Meat
860,5,10,15,47.5,47.5,47.6,47.6,-29.70355,Water
3030,5,10,15,75.5,75.5,75.5,75.7,-51.301331,Apple
1470,10,20,30,64.35,64.71,65.13,65.34,-45.660857,ICECREAM
490,7,14,21,16.81,16.885,16.885,17.025,3.447085,ICECREAM
830,7,14,21,25.48,25.63,25.63,25.91,-0.71178,FruitJuice
440,13,26,39,32.3,32.31,32.55,32.61,-7.53178,CoolDrink
680,13,26,39,75.75,75.79,76.42,76.46,-63.687405,Medicine
750,16,32,48,69.4,69.71,69.91,70.04,-49.716857,Copper
60,6,12,18,53.63,54.31,54.31,54.51,-41.567405,Medicine
900,18,36,54,44.1,43.9,43,44.3,-23.24855,Water
4130,5,10,15,67.15,67.26,67.26,67.36,-45.062886,CoolDrink
1920,16,32,48,80.61,80.7,80.74,80.98,-60.926857,Copper
880,12,24,36,33.57,33.67,33.78,33.98,-11.482886,CoolDrink
320,15,30,45,12.19,12.28,12.61,12.88,12.008669,Apple
680,6,12,18,42.6,42.3,42.3,41.9,-21.74855,Water
2790,20,40,60,87.13,87.43,87.74,87.93,-67.446857,Iron
1690,19,38,57,77.75,77.88,78.09,78.57,-58.066857,Copper
1860,18,36,54,74.71,75.2,75.57,76.05,-56.020857,ICECREAM
3030,15,30,45,75.5,75.7,75.8,74.2,-51.301331,Apple
900,20,40,60,82.41,84.2,84.2,84.2,-70.347405,Medicine
2280,9,18,27,69.6,69.92,69.98,70.14,-51.594768,Meat
650,19,38,57,37.86,38.44,39.2,39.28,-19.170857,ICECREAM
2160,8,16,24,65.7,65.71,65.99,65.99,-40.93178,CoolDrink
320,6,12,18,15.69,15.85,15.85,16.27,7.787588,FruitJuice
2980,17,34,51,68,68.6,68.8,69.2,-47.14855,Water
3530,5,10,15,60.95,61.06,61.06,61.16,-38.862886,CoolDrink
210,17,34,51,36.5,36.8,36.9,37.2,-15.64855,Water
2970,7,14,21,74.6,74.7,74.7,74.7,-50.401331,Apple
500,20,40,60,34.08,34.76,35,35.36,-15.390857,ICECREAM
970,9,18,27,53.72,53.85,53.96,54.04,-35.714768,Meat
2350,7,14,21,53.45,53.45,53.45,53.68,-28.68178,FruitJuice
1610,16,32,48,30.99,31.07,31.26,31.31,-7.512412,FruitJuice
670,5,10,15,49.33,49.33,49.35,49.35,-31.324768,Meat
1880,16,32,48,64.63,64.99,65.25,65.65,-46.624768,Meat
440,19,38,57,39.8,40.3,40.6,40.6,-18.94855,Water
660,18,36,54,49.1,49.35,49.75,49.95,-31.094768,Meat
2150,15,30,45,68.26,68.35,68.4,68.52,-50.254768,Meat
710,13,26,39,70.96,71.09,71.5,71.74,-51.276857,Aluminium
2540,12,24,36,86.8,86.83,87.08,87.35,-67.116857,Copper
270,10,20,30,27.38,27.82,27.85,27.92,-8.690857,ICECREAM
1250,10,20,30,76.58,76.59,76.67,76.75,-56.896857,Aluminium
150,6,12,18,42.54,42.61,42.61,42.64,-24.534768,Meat
140,7,14,21,58.78,59.47,59.47,59.64,-46.717405,Medicine
2410,10,20,30,88.33,88.43,88.43,88.54,-68.646857,Aluminium
1540,12,24,36,56,55.9,55.9,56.4,-38.20355,Water
1220,14,28,42,27.38,27.46,27.56,27.63,-3.902412,FruitJuice
800,15,30,45,78.82,79.58,79.66,80.98,-66.757405,Medicine
1090,19,38,57,52.55,53.03,53.95,54.58,-33.860857,ICECREAM
1670,10,20,30,70.4,70.47,70.66,70.72,-51.710857,ICECREAM
2870,7,14,21,72.8,73.3,73.3,73.2,-48.601331,Apple
310,13,26,39,15.02,15.04,15.13,15.165,5.237085,ICECREAM
680,12,24,36,42.6,42.3,41.9,42.4,-21.74855,Water
2170,13,26,39,34.52,34.705,34.94,35.085,-14.262915,ICECREAM
140,9,18,27,42.27,42.54,42.61,42.64,-24.264768,Meat
2100,8,16,24,33.7,33.875,33.995,33.995,-13.442915,ICECREAM
1010,13,26,39,48.8,48.8,49.2,49.4,-31.00355,Water
1430,8,16,24,54.8,54.9,54.9,54.9,-30.601331,Apple
1430,5,10,15,37.57,37.57,37.59,37.59,-12.80178,FruitJuice
900,14,28,42,82.41,83.33,84.2,84.2,-70.347405,Medicine
280,17,34,51,29.54,30.04,30.06,30.27,-4.77178,CoolDrink
1440,14,28,42,78.53,78.66,78.76,78.77,-58.846857,Aluminium
570,15,30,45,40.5,41.6,41.2,41.7,-19.64855,Water
1150,9,18,27,36.36,36.46,36.57,36.67,-14.272886,CoolDrink
1630,12,24,36,41.32,41.42,41.53,41.73,-19.232886,CoolDrink
4550,11,22,33,67.96,68,68.22,68.45,-44.482412,FruitJuice
810,16,32,48,65.93,66.07,66.24,66.31,-46.246857,Iron
1800,13,26,39,79.27,79.48,79.78,79.85,-59.586857,Copper
670,19,38,57,75.7,75.79,76.42,76.87,-63.637405,Medicine
2210,14,28,42,35.085,35.15,35.31,35.38,-14.827915,ICECREAM
890,19,38,57,48.1,48.1,48.4,48.3,-30.30355,Water
460,12,24,36,68.92,69.29,69.96,70.57,-56.857405,Medicine
320,20,40,60,27.78,27.99,28.2,28.4,-5.692886,CoolDrink
2700,11,22,33,88.67,88.74,88.95,88.98,-68.986857,Copper
2750,9,18,27,75.43,75.5,75.79,75.98,-57.424768,Meat
1760,16,32,48,58.5,58.7,58.7,58.7,-40.70355,Water
1280,18,36,54,70.66,70.89,71.06,71.24,-50.976857,Iron
1500,13,26,39,44.8,44.8,44.8,44.4,-23.94855,Water
220,11,22,33,14.335,14.37,14.445,14.585,5.922085,ICECREAM
1670,6,12,18,70.4,70.47,70.47,70.66,-51.710857,ICECREAM
780,10,20,30,39.17,39.3,39.56,39.75,-14.40178,CoolDrink
770,17,34,51,69.71,69.95,70.04,70.12,-50.026857,Copper
820,20,40,60,39.85,40.3,40.44,40.69,-15.08178,CoolDrink
180,10,20,30,14.3,14.49,14.76,14.87,10.46822,FruitJuice
410,20,40,60,67.5,67.62,68.11,69.29,-55.437405,Medicine
350,11,22,33,29.16,29.27,29.56,29.76,-10.470857,ICECREAM
1490,8,16,24,55.5,55.4,55.2,55.2,-37.70355,Water
2150,20,40,60,68.26,68.35,68.41,68.68,-50.254768,Meat
440,15,30,45,68.04,68.92,69.29,70.46,-55.977405,Medicine
230,14,28,42,7.22,7.55,8.64,9.7,16.978669,Apple
2130,14,28,42,82.96,82.99,83.08,83.15,-63.276857,Copper
770,12,24,36,78.47,78.6,78.8,78.95,-66.407405,Medicine
820,8,16,24,79.58,79.66,80.16,80.16,-67.517405,Medicine
1940,19,38,57,77.59,77.62,77.77,77.84,-57.906857,Iron
2790,15,30,45,89.44,89.53,89.6,89.75,-69.756857,Copper
490,11,22,33,62.21,62.38,62.45,62.59,-42.526857,Iron
1550,13,26,39,40.49,40.6,40.8,40.91,-18.402886,CoolDrink
370,11,22,33,19.9,19.94,20.14,20.16,4.86822,FruitJuice
1200,5,10,15,31.59,31.59,31.65,31.65,-6.82178,FruitJuice
2790,5,10,15,64.1,64.3,64.3,64.5,-43.24855,Water
1430,11,22,33,49.88,49.95,50.22,50.66,-25.11178,CoolDrink
1690,10,20,30,29.095,29.32,29.335,29.475,-8.837915,ICECREAM
580,17,34,51,17.745,17.94,18.05,18.27,2.512085,ICECREAM
840,20,40,60,80.16,81.12,81.51,82.41,-68.097405,Medicine
280,6,12,18,60.18,60.42,60.42,60.78,-40.496857,Iron
1130,6,12,18,23.395,23.45,23.45,23.48,-3.137915,ICECREAM
3060,11,22,33,56.1,56.2,56.3,56.41,-34.012886,CoolDrink
3060,11,22,33,49.83,49.85,49.91,50.13,-26.352412,FruitJuice
800,5,10,15,41.84,41.84,41.88,41.88,-23.150857,ICECREAM
510,7,14,21,21.17,21.22,21.22,21.28,3.59822,FruitJuice
3690,20,40,60,62.61,62.81,63.02,63.23,-40.522886,CoolDrink
